1,1,0,117,3,0,1.53333333333333,0.3,1,1,0.260929543347169,0.174449794972438,1,80,37
1,1,1,48,2,1,0.587669742136752,0.929190506809391,16,41,0.30956965484605,0.343546072870106,1,24,24
1,1,0,184,2,0,1.31666666666667,6.916666667,2,2,0.27804103612122,0.275497994680293,2,151,33
1,1,1,262,2,1,0.791064489003302,5.516666667,17,42,0.23126479982106,0.336783995755823,2,218,44
1,1,1,262,3,1,0.791064489003302,5.516666667,17,76,0.23126479982106,0.336783995755823,2,218,44
1,1,0,143,3,0,1.58333333333333,0.6,3,3,0.355364282103589,0.266882998521307,3,100,43
1,1,1,93,3,2,0.393954938451605,1.85754085797817,18,41,0.170541082396433,0.343118591919597,3,46,46
1,1,0,115,3,0,1.1,8.183333333,4,4,0.161868970841694,0.153305249721569,4,74,41
1,1,1,40,1,3,0,0,19,43,0.27305701074238,0.411954435481637,4,31,9
1,1,0,101,3,0,1.75,8.316666667,4,5,0.380547484957149,0.297840587186058,5,61,40
1,1,1,71,2,3,0,0,20,41,0.317343140695768,0.255756539886936,5,62,9
1,1,0,145,2,0,0.966666666666667,1.22305955,4,5,0.382439537706524,0.198949488563096,6,107,38
1,1,1,99,2,2,0.852424170534858,1.53833437170019,21,41,0.230579270319513,0.205707287647117,6,52,47
1,1,1,281,2,1,1.08263837789247,4.133333333,17,44,0.238327768825329,0.295988219966783,7,243,38
1,1,0,176,2,0,0.25,0.962465453,3,6,0.299313261191095,0.143814418071242,7,135,41
1,1,0,115,3,0,0,5.483333333,5,7,0.211118295257961,0.160471033493902,8,80,35
1,1,1,148,3,2,0.904533452494686,1.40232791309245,22,41,0.128755096889789,0.273799209956544,8,113,35
1,1,0,103,3,0,1.5,6.933333333,1,1,0.247552734744722,0.100359306868412,9,70,33
1,1,1,36,1,3,0,0,19,45,0.314206073506271,0.258878511072513,9,26,10
1,1,0,131,2,0,1.16666666666667,2.183333333,4,7,0.333744384823039,0.277041980729441,10,90,41
1,1,1,186,2,1,1.25957976165976,1.07441061715871,17,42,0.237532342899472,0.376692940040973,10,131,55
1,1,1,186,3,1,1.25957976165976,1.07441061715871,17,76,0.237532342899472,0.376692940040973,10,131,55
1,1,0,182,2,0,2.16666666666667,6.366666667,6,2,0.259054867988219,0.249219458888725,11,150,32
1,1,1,97,2,1,0.816232345870488,1.816666667,23,44,0.370418661492941,0.368086930451258,11,56,41
1,1,0,117,3,0,3.91666666666667,0.35,2,8,0.217045996527091,0.122707330147206,12,80,37
2,1,1,266,2,1,0.899728736478381,0.95,17,44,0.275171449208186,0.242467628519565,12,228,38
1,1,0,97,2,0,1.23333333333333,3.883333333,4,5,0.39896275070908,0.41967486718373,13,61,36
2,1,1,71,2,2,0.679082591942896,1.78707647343997,21,42,0.157365945396018,0.37542132027287,13,35,35
2,1,1,71,3,2,0.679082591942896,1.78707647343997,21,76,0.157365945396018,0.37542132027287,13,35,35
1,1,0,103,2,0,2.25,10.65,6,6,0.175554469320788,0.0304176868329569,14,70,33
2,1,1,307,2,1,0.911008264533625,4.316666667,17,46,0.288007774010385,0.200962545883567,14,256,51
2,1,1,20,1,3,0,0,19,47,0.185358246098976,0.231011905248997,15,11,9
1,1,0,73,3,0,0.666666666666667,0,7,9,0.07473253087835,0.283560607927485,15,40,33
2,1,1,83,2,2,1.17152632000743,1.66723791995935,21,42,0.211551053286601,0.147048011295299,16,42,42
1,1,0,146,2,0,1,1.214133319,6,10,0.352316597025411,0.202877036372557,16,105,41
2,1,1,83,3,2,1.17152632000743,1.66723791995935,21,76,0.211551053286601,0.147048011295299,16,42,42
1,1,0,93,3,0,1.68333333333333,1.416666667,7,5,0.193535857405208,0.171935482534593,17,64,29
2,1,1,19,1,3,0,0,19,47,0.369884823817499,0.23613181692725,17,9,9
1,1,0,167,3,0,1.51666666666667,0.483333333,2,8,0.261932060042501,0.241616331573797,18,124,43
2,1,1,120,3,2,0.8777318700284,0.651278954930604,18,47,0.124810604114394,0.113704684215537,18,85,35
1,1,0,113,3,0,2.5,2.516666667,6,2,0.265028728169058,0.350409288420087,19,75,38
2,1,1,17,1,3,0,0,19,43,0.22051227723294,0.344383927993014,19,9,9
2,1,1,66,1,3,0,0,19,47,0.175746496669364,0.162306464078658,20,56,9
1,1,0,77,3,0,0.25,9.316666667,7,9,0.254480836260185,0.242940234407401,20,50,27
1,1,0,159,2,0,2,1,8,11,0.274984974023392,0.23336712136174,21,128,31
2,1,1,281,2,1,0.816132555438639,4.20205339196368,17,44,0.238010551412267,0.159525792352127,21,237,44
2,1,1,52,1,3,0,0,19,47,0.241015921345455,0.301916209418934,22,40,12
1,1,0,56,3,0,0,9.316666667,7,9,0.210182022919821,0.228875312873938,22,28,28
1,1,0,136,3,0,2.41666666666667,0.9,6,2,0.212880692868598,0.267884515222244,23,110,26
2,1,1,101,3,1,0.756847506726155,0.669659338775091,24,47,0.15333842459914,0.153429052686157,23,61,41
1,1,0,95,3,0,1.25,0.722426794,6,10,0.305708077588017,0.371478744809814,24,55,40
2,1,1,49,3,2,1.01566967876584,1.92505302384961,22,46,0.246271841583857,0.220588743113374,24,25,25
3,1,1,38,1,3,0,0,19,48,0.293202995359868,0.166021447294394,25,28,10
1,1,0,68,2,0,0.766666666666667,0.966666667,7,9,0.264153335856633,0.241127235840993,25,34,34
3,1,1,226,2,1,0.745864199535227,1.783333333,17,42,0.172946795297741,0.0666021377735151,26,175,52
1,1,0,150,3,0,2.23333333333333,1.516666667,3,8,0.160315818005296,0.16079405153954,26,116,34
3,1,1,226,3,1,0.745864199535227,1.783333333,17,76,0.172946795297741,0.0666021377735151,26,175,52
3,1,1,101,3,2,0.302041203309204,1.97675057663582,18,49,0.240143081354836,0.340520295219702,27,63,38
1,1,0,111,1,0,0,0.2,2,10,0.185175500623925,0.311994620326005,27,77,34
2,1,0,315,3,0,0.916666666666667,0.116666667,8,11,0.113147545354962,0.260488521056442,28,279,36
3,1,1,23,1,3,0,0,19,48,0.212502978400128,0.181002033547045,28,14,8
3,1,1,146,3,1,0.728720986488821,5.5983833828941,25,47,0.310452895433724,0.369940333974762,29,101,45
2,1,0,133,3,0,1.16666666666667,8.916666667,2,12,0.240538101239952,0.239229163105246,29,103,30
2,1,0,99,3,0,0,0,5,8,0.179525348876305,0.125121346436091,30,70,29
3,1,1,249,3,1,0.348975626129876,5.00541894184425,25,50,0.148055062636877,0.375816256076131,30,210,39
2,1,0,416,3,0,1.58333333333333,0.416666667,2,13,0.112548820922609,0.39887382964414,31,382,34
3,1,1,99,2,2,0.580924998459356,1.61238701782947,26,42,0.216872642025534,0.113173126239565,31,61,38
3,1,1,99,3,2,0.580924998459356,1.61238701782947,26,76,0.216872642025534,0.113173126239565,31,61,38
2,1,0,208,3,0,2.01666666666667,2.35,9,10,0.286538022790009,0.171141386925297,32,173,35
3,1,1,86,2,2,0.443307028979852,1.50419773360759,21,47,0.316820118929049,0.272947014449305,32,43,43
2,1,0,98,3,0,1.41666666666667,0,5,8,0.367731250935065,0.310250185798789,33,64,34
3,1,1,69,2,3,0,0,27,48,0.23260836269387,0.10078121847635,33,60,9
2,1,0,95,3,0,1.31666666666667,0,5,8,0.351026579357616,0.132322370484927,34,62,33
3,1,1,130,3,1,0.695218589824393,0.747952322824858,24,47,0.169288231151047,0.387295923570567,34,82,48
3,1,1,215,3,2,0.63622597926135,0.730705660535023,22,50,0.244060209684058,0.364864767359708,35,172,43
2,1,0,115,3,0,2.41666666666667,7.216666667,9,14,0.31378047158192,0.394750463809952,35,75,40
4,1,1,122,3,2,0.900911843036224,1.74742549832445,22,49,0.266514912279801,0.2355741026645,36,84,38
2,1,0,119,3,0,3.4,1.4,10,12,0.158828136279026,0.16770094608312,36,86,33
4,1,1,74,2,3,0,0,27,51,0.296052088661336,0.180589568941075,37,63,11
2,1,0,310,3,0,0.716666666666667,0.066666667,8,11,0.439328592501449,0.179104663815967,37,273,37
2,1,0,74,3,0,4.41666666666667,1.15,6,8,0.313944047703977,0.454364776204656,38,41,33
4,1,1,225,2,1,0.643604229565516,0.740881441023558,17,47,0.359083324570594,0.0605589277562093,38,183,43
4,1,1,270,2,1,0.785821149322504,3.133333333,17,44,0.361509569840622,0.204073704193607,39,213,57
2,1,0,110,3,0,1.73333333333333,5.233333333,9,14,0.27207462916263,0.202369238428414,39,80,30
2,1,0,68,3,0,2.5,4.3,7,8,0.19558464973759,0.273086246922215,40,35,33
4,1,1,115,3,2,0.787768723353733,1.87005420122296,18,46,0.384041119520295,0.434790001855783,40,75,40
4,1,1,99,2,2,0.998816224285467,1.50972711254165,21,47,0.196600470513443,0.321256506688427,41,52,48
2,1,0,107,1,0,0,2.416666667,2,12,0.330863382434634,0.212983243713392,41,72,35
4,1,1,214,3,1,0.49685935362785,1.09685465681832,28,49,0.45564684366564,0.288412570000591,42,172,42
2,1,0,158,3,0,5.91666666666667,1.55,4,12,0.184461725417717,0.270454384404109,42,125,33
2,1,0,101,2,0,0.166666666666667,1.395194423,10,8,0.3009190564173,0.295422519431374,43,66,35
5,1,1,93,2,2,0.947907935961573,0.685952112893574,29,52,0.158180136837213,0.178031389063137,43,46,46
2,1,0,141,3,0,0.666666666666667,0.15,9,10,0.235538516032018,0.259035740313254,44,110,31
5,1,1,93,2,2,0.732397119392858,1.57345815024403,26,53,0.298083918196916,0.219146477528783,44,51,42
2,1,0,124,2,0,0.266666666666667,1.139329069,7,13,0.204645763240207,0.323735851227956,45,94,30
5,1,1,86,2,1,0.871650805021472,0.648920621024445,16,42,-0.00574344360082224,0.240586770187637,45,43,43
5,1,1,86,3,1,0.871650805021472,0.648920621024445,16,76,-0.00574344360082224,0.240586770187637,45,43,43
2,1,0,116,2,0,2.98333333333333,2.183333333,6,8,0.264649274811138,0.294370953382152,46,79,37
5,1,1,319,2,1,0.713897258646563,1.566666667,17,46,0.402501757255739,0.15459623639421,46,271,48
2,1,0,159,3,0,1.58333333333333,0.283333333,3,10,0.342305294925862,0.247897117405998,47,125,34
5,1,1,337,3,2,0.746054068971746,0.990673434222117,22,52,0.369702775522774,0.297846075512851,47,294,43
5,1,1,77,1,3,0,0,19,51,0.18955396127834,0.172418041354576,48,68,10
3,1,0,200,3,0,1.03333333333333,4.25,8,11,0.247309413096273,0.308799332462028,48,160,40
3,1,0,148,3,0,1.33333333333333,1.783333333,2,15,0.171952464223215,0.340400464993845,49,115,33
5,1,1,142,3,2,0.81715545804366,1.34979878680315,22,52,0.207245805881949,0.32519540601962,49,98,44
3,1,0,390,3,0,1.96666666666667,7.816666667,3,16,0.294018854847364,0.337423220950494,50,352,38
5,1,1,116,3,2,1.13610419681507,0.651992512284778,18,42,0.251952988267178,0.222404660738071,50,80,36
5,1,1,116,3,2,1.13610419681507,0.651992512284778,18,76,0.251952988267178,0.222404660738071,50,80,36
3,1,0,118,2,0,0.5,9.733333333,4,7,0.179689264816295,0.243317683497816,51,75,43
5,1,1,100,2,2,0.25,1.6800218927674,29,53,0.397346956193994,0.254834705064212,51,56,44
3,1,0,71,3,0,0.666666666666667,4.3,7,17,0.353823519522365,0.291352125212944,52,43,28
5,1,1,236,3,1,0.951807757241848,1.17422275617719,28,53,0.229083854045037,0.25074848278432,52,193,42
5,1,1,74,2,3,0,0,27,51,0.223302893840543,0.330202228420841,53,63,11
3,1,0,81,3,0,0.966666666666667,6.566666667,6,4,0.23133292756601,0.203371853142208,53,47,34
3,1,0,166,2,0,1.08333333333333,0.1,6,17,0.327027532438299,0.353858841837139,54,129,37
6,2,1,82,2,2,0.781930673142355,1.41398562705181,26,42,0.39645748105576,0.324714792444256,54,45,37
6,2,1,82,3,2,0.781930673142355,1.41398562705181,26,76,0.39645748105576,0.324714792444256,54,45,37
3,1,0,106,3,0,1.73333333333333,0,5,15,0.445150302105273,0.077660349390547,55,70,36
6,2,1,207,2,1,0.526894734952491,9.4,23,44,0.225495358369204,0.25739216399437,55,159,48
3,1,0,96,3,0,0.333333333333333,8.916666667,5,7,0.211450020796414,0.230888079204962,56,60,36
6,2,1,156,3,2,0.627091434496837,1.38814086513594,18,52,0.406175019736865,0.293471398955417,56,111,45
3,1,0,93,3,0,0.9,8.9,6,8,0.363254747775479,0.299350904862381,57,58,35
6,2,1,40,1,3,0,0,19,47,0.4353187670866,0.0988541501643433,57,30,10
6,2,1,164,3,2,0.877113643697864,0.783292641863227,22,42,0.15065615441967,0.280310081336536,58,113,51
3,1,0,200,2,0,1.76666666666667,5.883333333,2,12,0.382303825336533,0.1971611493885,58,160,40
6,2,1,164,3,2,0.877113643697864,0.783292641863227,22,76,0.15065615441967,0.280310081336536,58,113,51
3,1,0,102,3,0,0.333333333333333,0,7,7,0.220690005194955,0.179165040027515,59,65,37
6,2,1,61,1,3,0,0,19,47,0.197455860708541,0.233680413683398,59,53,8
3,1,0,70,3,0,13,0.583333333,9,11,0.384835480759662,0.198207575043105,60,35,35
6,2,1,76,1,3,0,0,19,47,0.260523243107162,0.303096906186156,60,68,8
6,2,1,109,3,1,0.841208233883999,0.631740600685589,30,47,0.0351878743409321,0.189154432051134,61,57,53
3,1,0,79,3,0,13.2833333333333,0,7,9,0.0944881915755641,0.489135343764528,61,43,36
6,2,1,105,2,2,1.03261954384235,1.37899217847735,31,49,0.284991778152671,0.130526850813422,62,63,42
3,1,0,359,2,0,1.75,0.133333333,8,11,0.339147781351429,0.0982582196961695,62,327,32
3,1,0,93,2,0,1.56666666666667,0.542558111,7,7,0.306514755030561,0.295711932769134,63,56,37
6,2,1,205,2,1,0.502555952241584,1.69586212269496,23,44,0.214267609021467,0.0597828077524093,63,159,46
3,1,0,98,3,0,4,5.733333333,6,15,0.286756320480112,0.0961005961617072,64,62,36
6,2,1,147,3,2,1.06417573230758,1.51710918382742,22,47,0.299002000942138,0.257343005104275,64,94,53
3,1,0,139,3,0,3.66666666666667,0.1,6,17,0.142242211354758,0.152143277811471,65,100,39
